1635453173855395334	[2,6,10900,11144,15276,15932,15958,15963,15970,16442]	[1,43,1,43,12,1,8,8,1,6]
1635953060781081258	[2,6,17,19,10740,10816,10902,10913,11144,11184,11185]	[2,75,2,11,11,11,2,2,75,2,2]
1636015438844947145	[6,11146,15276,15932,15935]	[6,6,6,6,6]
1636075001747228538	[6,11144]	[20,20]
1636269508597084395	[6,11144,11146,15276,15932,15935]	[33,32,1,1,1,1]
1636399552558151667	[6,11144]	[23,23]
1636438461249281045	[6,11144,15276,15958]	[42,42,1,1]
1636605415038025123	[15276,15932,15937,15958,15975,16441,16443]	[5,1,3,4,3,3,3]
1636652234285250678	[2,6,10900,11144,15276,15932,15970,15978]	[2,54,2,54,6,4,2,1]
1636859793582559797	[6,11144]	[3,3]
1636915215246073265	[15276,15912]	[10,10]
1636992634198938533	[2,5,6,13,14,10638,10697,10854,10897,11144,15276,15917,15923,15932,15957,15958,15981,15996,16006]	[4,4,69,2,25,4,25,4,4,69,51,2,25,2,2,18,23,4,4]
1637052358773618779	[15276,15912]	[44,44]
1637122372958816827	[1,15276,15929,15958,15971,16440]	[1,3,1,2,1,1]
1637249540171690213	[6,11144]	[20,20]
1637546866869853827	[6,13,19,10740,10816,11101,11104,11144,15276,15922,15932,15952,15957,15973]	[155,8,2,2,2,4,4,155,8,2,5,1,4,2]
1638105285094340446	[6,19,10740,10816,11144]	[69,9,9,9,69]
1638123788747208727	[9,19,10740,10816,11050,11051,15276,15922,15942,15959,15960,15973]	[4,1,1,1,2,2,4,1,2,2,2,1]
1638179740600669258	[6,11142,15276,15912,15932,15954]	[51,51,52,1,51,51]
1638487597744187385	[5,10634,11176,15276,15912,15958,15963,16442]	[2,2,2,32,29,3,1,1]
